train_loss,val_loss,train_accuracy,val_accuracy,train_auc,val_auc
0.8348244712998112,0.6267798028560141,0.5640813090175161,0.6214229078065306,0.8119830782153454,0.8978365757644972
0.7821759188182075,0.6004249256851005,0.5766777193108916,0.6374972969076623,0.8355227801605914,0.9090755149101881
0.7687371957453296,0.6158102585457712,0.5791645642615152,0.6700785698839472,0.8412873634109952,0.901945437411567
0.7663261695179963,0.5823710810217131,0.5820839039861602,0.627838246954516,0.8419525845663498,0.9103206612682084
0.7576984728179909,0.6094528764297473,0.5883370575938874,0.6291357312765804,0.845701745602852,0.9017638828369515
0.6407608402740993,0.48471270102609487,0.6392452966193325,0.6813955164708426,0.8887887901545013,0.934384518497216
0.5451468208675324,0.3447608997538892,0.6861529589850789,0.8156130613421755,0.9225263681464425,0.9796140970134495
0.41569462941428464,0.23751828395831293,0.7805809846464355,0.8962012542348446,0.9586251381243107,0.9883918211249997
0.3398472946700977,0.21396351169230424,0.8338319036978303,0.9439198443018814,0.9728877284572374,0.9918245734510546
0.30113327626432096,0.15456093816796945,0.8535824983781446,0.9648237583795862,0.9787354470565872,0.996365396196188
0.27052203936458846,0.1028959405928215,0.875946082318172,0.9713111799899085,0.9830108055731229,0.9978781168305497
0.22659390927264217,0.08046974097957946,0.8980213364088517,0.9830606213508254,0.9880563867286991,0.99852423314
0.20475991824013604,0.08172422065158173,0.9138794781229727,0.9793123333093059,0.9900963039892833,0.9983977686391453
